,URL,URL-href,TotalRating,TypeLevel1_x,TotalSeat,service_pet_friendly,service_Wi-Fi,service_reservation,service_Parking,service_Good for Groups,service_Delivery,service_Good for Kids,service_alcohol,service_Credit Card,review_wordlist,ReviewScore,TotalReview,PriceRange,Province,2020Reward,RecMenu1,RecMenu2,RecMenu3,rest_service_Cluster,friend,family,couple,rush,save,delivery,hungry,party,business
1296,ขนมไทยเสน่ห์ คาเฟ่ต์ (Sane Cafe and Workshop)อิสรภาพ,https://www.wongnai.com/restaurants/286750yd-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%80%E0%B8%AA%E0%B8%99%E0%B9%88%E0%B8%AB%E0%B9%8C-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B8%95%E0%B9%8C-sane-cafe-and-workshop-%E0%B8%AD%E0%B8%B4%E0%B8%AA%E0%B8%A3%E0%B8%A0%E0%B8%B2%E0%B8%9E,63,ของหวาน,ไม่มีที่นั่ง/จัดส่งเท่านั้น,0,0,0,1,1,1,1,0,0,[],4.2,46.0,฿฿,กรุงเทพมหานคร,0.0,,,,2,52.0,28.0,37.0,0.0,0,0,0.0,0,0.0
1297,ครัวเจ๊ง้อกาญจนาภิเษก,https://www.wongnai.com/restaurants/1726xR-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%88%E0%B9%8A%E0%B8%87%E0%B9%89%E0%B8%AD-%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81,120,อาหารจีน,None,0,0,0,1,0,1,0,1,1,[],3.9,95.0,฿฿฿,กรุงเทพมหานคร,0.0,หมี่ผัดกระเฉด,ผัดผักบุ้งฝอย,เผือกหิมะ,0,47.0,63.0,0.0,0.0,0,0,0.0,0,16.0
1298,โกเฮงราชาก๋วยเตี๋ยวเนื้อ,https://www.wongnai.com/restaurants/659600Uo-%E0%B9%82%E0%B8%81%E0%B9%80%E0%B8%AE%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD,3,ก๋วยเตี๋ยว,None,0,0,0,0,0,1,0,0,1,[],0.0,2.0,฿,กรุงเทพมหานคร,0.0,,,,0,33.0,0.0,0.0,33.0,0,33,0.0,0,0.0
1302,ขนมหวานตลาดพลู ปากซอยเทอดไท 25 เจ้าเก่าร้านใน,https://www.wongnai.com/restaurants/9469lK-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A5%E0%B8%B9-%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B9%84%E0%B8%97-25-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B9%88%E0%B8%B2-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%99,102,ของหวาน,ไม่มีที่นั่ง/จัดส่งเท่านั้น,0,0,0,1,0,0,0,0,0,"['ขนมชั้น', 'ขนมหวาน', 'ขนมไทย']",4.0,75.0,฿,กรุงเทพมหานคร,0.0,,,,0,23.0,43.0,0.0,0.0,32,0,0.0,0,0.0
1303,นัฐพร ไอศกรีม,https://www.wongnai.com/restaurants/69387fn-%E0%B8%99%E0%B8%B1%E0%B8%90%E0%B8%9E%E0%B8%A3-%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1,96,ไอศกรีม,ไม่เกิน 10 ที่นั่ง,0,0,0,1,0,0,0,0,0,"['ไอศกรีม', 'ไอศครีม', 'มะม่วง']",3.9,78.0,฿,กรุงเทพมหานคร,0.0,,,,0,49.0,42.0,0.0,0.0,22,0,0.0,0,0.0
1304,Tokachiสาขาสีลม,https://www.wongnai.com/restaurants/134027YA-tokachi-%E0%B8%AA%E0%B8%B5%E0%B8%A5%E0%B8%A1-%E0%B9%83%E0%B8%95%E0%B9%89%E0%B8%95%E0%B8%B6%E0%B8%81-itf-tower,92,อาหารญี่ปุ่น,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,1,1,['หมูย่าง'],4.0,74.0,฿฿฿,กรุงเทพมหานคร,0.0,ข้าวหน้าหมูย่าง,ข้าวหน้าไก่ย่าง,ชุดโทคาจิ,1,62.0,45.0,26.0,0.0,0,0,0.0,0,0.0
1308,สุกี้อาออง,https://www.wongnai.com/restaurants/503966Gb-%E0%B8%AA%E0%B8%B8%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B2%E0%B8%AD%E0%B8%AD%E0%B8%87,29,ชาบู/สุกี้ยากี้/หม้อไฟ,None,0,0,0,1,0,1,0,0,0,[],4.0,12.0,฿฿,กรุงเทพมหานคร,0.0,,,,0,0.0,0.0,0.0,0.0,0,46,0.0,0,0.0
1309,Cafe Craft by Chanintr,https://www.wongnai.com/restaurants/638022Hv-cafe-craft-by-chanintr,15,คาเฟ่,11 - 40 ที่นั่ง,0,0,1,1,1,1,1,0,1,[],3.9,9.0,฿฿฿,กรุงเทพมหานคร,0.0,Craft French Toast,,,1,67.0,78.0,78.0,0.0,0,0,0.0,0,0.0
1310,Old Town Cafe,https://www.wongnai.com/restaurants/129767Kq-old-town-cafe,58,ร้านกาแฟ/ชา,81 - 150  ที่นั่ง,0,0,0,0,0,0,0,0,0,[],4.1,50.0,฿฿,กรุงเทพมหานคร,0.0,,,,0,56.0,40.0,48.0,0.0,0,0,0.0,0,0.0
1311,โกอ่างข้าวมันไก่ประตูน้ำประตูน้ำ,https://www.wongnai.com/restaurants/21Th-%E0%B9%82%E0%B8%81%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%95%E0%B8%B9%E0%B8%99%E0%B9%89%E0%B8%B3-pratunam,482,อาหารจานเดียว,None,0,0,0,1,0,0,0,0,0,"['ข้าวมันไก่', 'น้ำจิ้ม', 'ข้าวมัน', 'น้ำซุป', 'พนักงาน', 'ร้านข้าวมันไก่', 'เนื้อไก่', 'บริการ', 'เยอะมาก', 'ข้าวมันไก่ประตูน้ำ', 'เครื่องใน', 'กลมกล่อม', 'ไก่ตอน', 'ไก่นุ่ม', 'หน้าร้าน', 'ข้าวมันไก่ตอน', 'อร่อยดี']",3.9,347.0,฿,กรุงเทพมหานคร,0.0,ข้าวมันไก่ ธรรมดา,เครื่องใน จานเล็ก,ไก่จานใหญ่,0,37.0,0.0,0.0,38.0,0,0,33.0,0,0.0
1312,Hotto Bunม.เกษตรศาสตร์ บางเขน,https://www.wongnai.com/restaurants/274507qm-hotto-bun-%E0%B8%A1-%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%95%E0%B8%A3%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%82%E0%B8%99,474,คาเฟ่,41 - 80 ที่นั่ง,0,1,0,1,0,1,0,0,1,"['บันไก่กรอบ', 'เครื่องดื่ม', 'พนักงาน', 'น่ารัก', 'บรรยากาศ', 'ไก่กรอบ', 'บรรยากาศร้าน', 'อาหารอร่อย', 'บันหมูพิริคาระ', 'ของหวาน', 'บรรยากาศดี', 'ญี่ปุ่น', 'เบนโตะ', 'เข้มข้น', 'ที่จอดรถ', 'ถ่ายรูป']",3.8,353.0,฿฿,กรุงเทพมหานคร,0.0,บันไก่กรอบ,บันหมูพิริคาระ,บันหมูตุ๋น,0,35.0,22.0,15.0,0.0,0,0,0.0,0,0.0
1313,Qsushi silom,https://www.wongnai.com/restaurants/402441ok-qsushi-silom,40,อาหารญี่ปุ่น,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,0,1,[],4.0,28.0,฿฿฿,กรุงเทพมหานคร,0.0,Salmon tamago zuke don,ข้าวหน้าหมูยักษ์จัมโบ้,Buta tamago zuke don,1,29.0,18.0,0.0,21.0,0,0,0.0,0,0.0
1314,บ้านเหนือน้ำ,https://www.wongnai.com/restaurants/6583Iw-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B9%89%E0%B8%B3,193,ร้านริมน้ำ,มากกว่า 150 ที่นั่ง,0,1,1,1,1,0,1,1,1,"['บรรยากาศ', 'บรรยากาศดี', 'พนักงาน']",3.6,143.0,฿฿฿,กรุงเทพมหานคร,0.0,กุ้งเผา,กุ้งแม่น้ำเผา,ปลาแซลมอนคำหวาน,1,44.0,52.0,39.0,0.0,0,0,0.0,0,0.0
1315,สะเต๊ะอาซ้อ (Satayarsor)สาขาใหญ่ สะพานพระนั่งเกล้า,https://www.wongnai.com/restaurants/288098ii-%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%95%E0%B9%8A%E0%B8%B0%E0%B8%AD%E0%B8%B2%E0%B8%8B%E0%B9%89%E0%B8%AD-satayarsor-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88-%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%B2,65,ฟาสต์ฟู้ด/จานด่วน,ไม่เกิน 10 ที่นั่ง,0,1,0,1,0,1,0,0,0,[],4.1,55.0,฿฿,กรุงเทพมหานคร,0.0,ปาร์ตี้หมูสะเต๊ะอาซ้อ 90 ไม้,หมูสะเต๊ะอาซ้อ ชุดเล็ก 10 ไม้,หมูสะเต๊ะอาซ้อ ชุดใหญ่ 22 ไม้,0,22.0,24.0,0.0,0.0,0,29,0.0,0,0.0
1316,โชคชัยสเต็คเฮ้าส์รังสิต,https://www.wongnai.com/restaurants/28307sy-%E0%B9%82%E0%B8%8A%E0%B8%84%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%84%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B9%8C-%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95,150,สเต๊ก,81 - 150  ที่นั่ง,0,0,1,1,1,1,1,1,1,"['พนักงาน', 'บรรยากาศ', 'เหนียว']",3.9,128.0,฿฿฿,กรุงเทพมหานคร,0.0,Premium Pork T-bone (Large),Chokchai Dry Aged Steakburger,Grilled Salmon with White Wine Cream Sauce,1,59.0,65.0,48.0,0.0,0,0,0.0,0,0.0
1317,White StoryThe Walk,https://www.wongnai.com/restaurants/7741Ns-white-story-the-walk,96,อาหารอิตาเลียน,41 - 80 ที่นั่ง,0,1,0,1,0,1,0,1,0,"['ขนมปัง', 'พิซซ่า']",3.8,87.0,฿฿,กรุงเทพมหานคร,0.0,Four seasons pizza L,Spaghetti Cabonara,ขนมปังเนื้อนุ่ม(ลูกเกด),0,51.0,63.0,48.0,0.0,0,0,0.0,0,0.0
1318,SAUCE by Chef Wongเมืองทองธานี,https://www.wongnai.com/restaurants/277639yp-sauce-by-chef-wong-%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,53,อาหารจีน,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,1,1,[],3.9,38.0,฿฿฿,นนทบุรี,0.0,,,,1,37.0,37.0,0.0,0.0,0,0,0.0,0,18.0
1319,ป้าจิน หอยแครงลวกซอยเท็กซัส,https://www.wongnai.com/restaurants/8598lE-%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%B4%E0%B8%99-%E0%B8%AB%E0%B8%AD%E0%B8%A2%E0%B9%81%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%A5%E0%B8%A7%E0%B8%81-%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%97%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B8%B1%E0%B8%AA,201,สตรีทฟู้ด/รถเข็น,ไม่เกิน 10 ที่นั่ง,0,0,0,1,0,0,0,0,0,"['น้ำจิ้ม', 'หอยแครง', 'หอยแมลงภู่', 'หอยแครงลวก', 'น้ำจิ้มซีฟู้ด']",3.6,166.0,฿฿,กรุงเทพมหานคร,0.0,หอยแครงลวก,หอยแมลงภู่ลวก,หอยแครงลวก น้ำจิ้มถั่ว,0,45.0,0.0,15.0,20.0,0,0,0.0,0,0.0
1320,ท่าน้ำขวัญ กุ้งเผา ริเวอร์วิว,https://www.wongnai.com/restaurants/253980Bs-%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%82%E0%B8%A7%E0%B8%B1%E0%B8%8D-%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B9%80%E0%B8%9C%E0%B8%B2-%E0%B8%A3%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%A7,84,อาหารไทย,41 - 80 ที่นั่ง,0,0,0,1,0,1,0,1,0,[],4.0,68.0,฿฿฿฿,กรุงเทพมหานคร,0.0,กุ้งแม่น้ำเผาขนาด 340g.,ข้าวผัดมันกากหมู,ต้มกะทิปูนิ่มทอดใบมะขามอ่อน,0,47.0,53.0,26.0,0.0,0,0,0.0,0,0.0
1321,CHATA Specialty Coffee,https://www.wongnai.com/restaurants/286320hP-chata-specialty-coffee,82,ร้านกาแฟ/ชา,11 - 40 ที่นั่ง,0,1,0,0,1,1,1,0,1,[],3.6,64.0,฿฿,กรุงเทพมหานคร,0.0,,,,2,41.0,16.0,38.0,0.0,0,0,0.0,0,0.0
1322,Na-Oh Bangkok,https://www.wongnai.com/restaurants/368182IM-na-oh-bangkok,20,อาหารฟิวชั่น,41 - 80 ที่นั่ง,0,0,1,1,0,0,0,1,1,[],4.1,10.0,฿฿฿฿฿,กรุงเทพมหานคร,0.0,,,,1,30.0,0.0,70.0,0.0,0,0,0.0,30,0.0
1323,Tokyoxxx Premiumสุขุมวิท 23,https://www.wongnai.com/restaurants/304629eZ-tokyoxxx-premium-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-23,21,ปิ้งย่าง,11 - 40 ที่นั่ง,0,1,0,1,0,0,0,1,0,[],4.1,6.0,฿฿฿฿฿,กรุงเทพมหานคร,0.0,Kainomi,ฮารามิ,,0,67.0,0.0,67.0,0.0,0,0,0.0,0,33.0
1324,ATM Tea BarSiam Square สยามสแควร์,https://www.wongnai.com/restaurants/295044Lq-atm-tea-bar-siam-square-%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B9%81%E0%B8%84%E0%B8%A7%E0%B8%A3%E0%B9%8C,194,ชานมไข่มุก,ไม่เกิน 10 ที่นั่ง,0,0,0,1,0,1,0,0,0,"['ไข่มุก', 'เครื่องดื่ม', 'พนักงาน', 'ถ่ายรูป', 'มันม่วง', 'ร้านชา', 'หนังสือ', 'เครื่อง']",3.5,157.0,฿฿,กรุงเทพมหานคร,0.0,,,,0,37.0,16.0,15.0,0.0,0,0,0.0,0,0.0
1325,Washoku Aji HontenBig-C Ekkamai 3F,https://www.wongnai.com/restaurants/369216Zd-washoku-aji-honten-big-c-ekkamai-3f,148,อาหารญี่ปุ่น,None,0,0,0,1,0,1,0,0,1,[],4.1,121.0,฿฿฿,กรุงเทพมหานคร,0.0,N-53 Engawa Aburi Su,K-02 MOROKYU,Y-01 Ika Sugata Yaki,0,67.0,58.0,27.0,0.0,0,0,0.0,0,0.0
1326,Yuu & WineInt Intersrct,https://www.wongnai.com/restaurants/142736Lp-yuu-wine-int-intersrct,40,ปิ้งย่าง,11 - 40 ที่นั่ง,0,0,0,1,0,0,0,1,1,[],4.1,31.0,฿฿฿฿,กรุงเทพมหานคร,0.0,,,,0,74.0,65.0,32.0,0.0,0,0,0.0,0,0.0
1327,Chef Pom kitchen เจริญนคร,https://www.wongnai.com/restaurants/233975iN-chef-pom-kitchen-%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%99%E0%B8%84%E0%B8%A3,93,ติ่มซำ,81 - 150  ที่นั่ง,0,1,1,1,1,1,0,1,1,[],4.0,61.0,฿฿฿฿,กรุงเทพมหานคร,0.0,ซี่โครงหมูเชฟป้อม,ขนมจีบกุ้งกระจก*,ก๋วยเตี๋ยวหลอดกรอบ,1,44.0,59.0,16.0,0.0,0,0,0.0,0,0.0
1328,Gyu Gyu Teiเลียบทางด่วน ลาดพร้าว 88 - รามอินทรา,https://www.wongnai.com/restaurants/147586bD-gyu-gyu-tei-%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%9A%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%94%E0%B9%88%E0%B8%A7%E0%B8%99-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7-88-%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2,51,ปิ้งย่าง,41 - 80 ที่นั่ง,0,1,1,1,1,0,1,1,1,[],4.1,42.0,฿฿฿฿฿,กรุงเทพมหานคร,0.0,เนื้อกิวกิวเต้,หมูโทโร่,Gyu Gyu Tei Super,1,64.0,50.0,31.0,0.0,0,0,0.0,0,0.0
1329,ตั้งซุ่ยเฮงโภชนา (tung sui heng)Stadium One,https://www.wongnai.com/restaurants/331690fS-%E0%B8%95%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B8%8B%E0%B8%B8%E0%B9%88%E0%B8%A2%E0%B9%80%E0%B8%AE%E0%B8%87%E0%B9%82%E0%B8%A0%E0%B8%8A%E0%B8%99%E0%B8%B2-tung-sui-heng-stadium-one,67,ก๋วยเตี๋ยว,11 - 40 ที่นั่ง,0,0,0,1,1,1,1,0,0,[],3.8,67.0,฿,กรุงเทพมหานคร,0.0,,,,2,35.0,33.0,0.0,28.0,0,0,0.0,0,0.0
1330,Vivi The Coffee Place,https://www.wongnai.com/restaurants/221HW-vivi-the-coffee-place,183,ร้านกาแฟ/ชา,41 - 80 ที่นั่ง,0,0,0,0,0,0,0,1,0,"['บรรยากาศ', 'ร้านกาแฟ', 'บรรยากาศดี', 'เครื่องดื่ม', 'บริการ']",3.7,150.0,฿฿,กรุงเทพมหานคร,0.0,Thai Tea Crepe Cake,อิตาเลี่ยนโซดา,เครปเค้กชาไทย,0,56.0,18.0,64.0,0.0,0,0,0.0,0,0.0
1331,IROHA Ramen & IzakayaMega Bangna,https://www.wongnai.com/restaurants/348695ao-iroha-ramen-izakaya-mega-bangna,55,ราเมง,None,0,0,0,1,0,1,0,0,1,[],4.1,36.0,฿฿,กรุงเทพมหานคร,0.0,Toyama Black Ramen,เกี๊ยวซ่า,Toyama Black Ajitama Ramen size L,0,44.0,33.0,0.0,0.0,0,0,19.0,0,0.0
1332,Kansai Full,https://www.wongnai.com/restaurants/8952xu-kansai-full,84,อาหารญี่ปุ่น,11 - 40 ที่นั่ง,0,0,1,0,1,1,1,1,0,[],4.0,63.0,฿฿฿,กรุงเทพมหานคร,0.0,,,,1,62.0,49.0,38.0,0.0,0,0,0.0,0,0.0
1333,ปาท่องโก๋เสวย เยาวราช (Patonggo Savoey Yaowarat)เยาวราช,https://www.wongnai.com/restaurants/28133qs-%E0%B8%9B%E0%B8%B2%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%81%E0%B9%8B%E0%B9%80%E0%B8%AA%E0%B8%A7%E0%B8%A2-%E0%B9%80%E0%B8%A2%E0%B8%B2%E0%B8%A7%E0%B8%A3%E0%B8%B2%E0%B8%8A-patonggo-savoey-yaowarat-%E0%B9%80%E0%B8%A2%E0%B8%B2%E0%B8%A7%E0%B8%A3%E0%B8%B2%E0%B8%8A,112,สตรีทฟู้ด/รถเข็น,ไม่มีที่นั่ง/จัดส่งเท่านั้น,0,0,0,0,0,0,0,0,0,[],3.5,94.0,฿,กรุงเทพมหานคร,0.0,ปาท่องโก๋ย่าง ราดท็อปปิ้ง,ปาท่องโก๋,สังขยา กระปุกละ,0,29.0,0.0,0.0,19.0,19,0,0.0,0,0.0
1334,The Elephant Butcher & Eatery,https://www.wongnai.com/restaurants/432948xa-the-elephant-butcher-eatery,84,สเต๊ก,41 - 80 ที่นั่ง,1,1,0,1,0,1,0,1,0,[],4.5,60.0,฿฿฿฿฿,กรุงเทพมหานคร,0.0,Australian Wagyu - Rib Eye ( Price per 100  gr ),Fresh Lobster 1 kg.,Oyster,0,32.0,18.0,23.0,0.0,0,0,0.0,0,0.0
1335,Bella RoccaThe EmQuartier,https://www.wongnai.com/restaurants/195359hT-bella-rocca-the-emquartier,39,อาหารอิตาเลียน,None,0,0,1,1,1,0,0,0,1,[],4.0,34.0,฿฿฿฿,กรุงเทพมหานคร,0.0,,,,1,44.0,44.0,65.0,0.0,0,0,0.0,0,0.0
1336,Praya Kitchenโรงแรม แบงค็อก แมริออท เดอะ สุรวงศ์,https://www.wongnai.com/restaurants/331258Da-praya-kitchen-bangkok-marriott-hotel-the-surawongse,61,บุฟเฟ่ต์โรงแรม,มากกว่า 150 ที่นั่ง,0,1,1,1,1,0,0,1,1,[],4.0,52.0,฿฿฿฿฿,กรุงเทพมหานคร,0.0,พระยาชีสเค้ก,แกงใบชะพลูกุ้งล๊อบเตอร์,ขนมเค้กต่างๆ,1,51.0,45.0,0.0,0.0,0,0,23.0,0,0.0
1337,Orange Bliss Cafe,https://www.wongnai.com/restaurants/468189mg-orange-bliss-cafe,32,คาเฟ่,11 - 40 ที่นั่ง,0,0,0,1,1,1,0,0,0,[],4.1,24.0,฿฿,กรุงเทพมหานคร,0.0,Lemon Cake,Strawberry Cheesecake,Happiness Color,2,33.0,25.0,46.0,0.0,0,0,0.0,0,0.0
1338,Tora Tora Japanese Kitchen,https://www.wongnai.com/restaurants/toratorajapanesekitchen,151,อาหารญี่ปุ่น,11 - 40 ที่นั่ง,0,1,1,1,1,1,1,1,0,[],3.8,103.0,฿฿฿,กรุงเทพมหานคร,0.0,ข้าวผัดเนื้อลูกเต๋ากระเทียมกรอบ,สเต็กเนื้อสันนอกหรือริบอาย,สเต็กด้ง (Steak Don),1,47.0,22.0,24.0,0.0,0,0,0.0,0,0.0
1339,ทิพวรรณ อาหารเวียดนามบางเขน,https://www.wongnai.com/restaurants/2244Gt-%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93-%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%A7%E0%B8%B5%E0%B8%A2%E0%B8%94%E0%B8%99%E0%B8%B2%E0%B8%A1-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%82%E0%B8%99,162,อาหารเวียดนาม,11 - 40 ที่นั่ง,0,0,0,1,0,1,0,1,1,"['แหนมเนือง', 'อาหารเวียดนาม', 'บริการ', 'พนักงาน', 'ที่จอดรถ', 'ร้านอาหารเวียดนาม', 'น้ำจิ้ม']",3.6,133.0,฿฿,กรุงเทพมหานคร,0.0,,,,0,54.0,55.0,18.0,0.0,0,0,0.0,0,0.0
1340,แซ่บนัว ครัวบ้านนาศาลายา,https://www.wongnai.com/restaurants/347855eh-%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A%E0%B8%99%E0%B8%B1%E0%B8%A7-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%A8%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%B2,119,อาหารอีสาน/ร้านส้มตำ,มากกว่า 150 ที่นั่ง,0,0,1,0,1,1,1,1,1,[],4.1,89.0,฿฿฿,กรุงเทพมหานคร,0.0,น้ำตาคอหมูย่างกระทะร้อน,คอหมูย่าง,น้ำตกคอหมูย่างกะทะร้อน,1,36.0,33.0,21.0,0.0,0,0,0.0,0,0.0
1341,คินุโดนัทอารีย์,https://www.wongnai.com/restaurants/298437pQ-%E0%B8%84%E0%B8%B4%E0%B8%99%E0%B8%B8%E0%B9%82%E0%B8%94%E0%B8%99%E0%B8%B1%E0%B8%97-%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C,168,เบเกอรี/เค้ก,ไม่มีที่นั่ง/จัดส่งเท่านั้น,0,0,0,1,0,1,0,0,0,[],3.6,127.0,฿,กรุงเทพมหานคร,0.0,,,,0,13.0,11.0,0.0,0.0,0,29,0.0,0,0.0
1342,ก๋วยเตี๋ยวหมูเทวดา,https://www.wongnai.com/restaurants/75572hK-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%80%E0%B8%97%E0%B8%A7%E0%B8%94%E0%B8%B2,185,ก๋วยเตี๋ยว,11 - 40 ที่นั่ง,0,0,0,1,1,1,1,0,0,"['ก๋วยเตี๋ยว', 'เกี๊ยว', 'เกี๊ยวหมูทอด', 'เกี๊ยวทอด']",3.6,153.0,฿,กรุงเทพมหานคร,0.0,,,,2,31.0,0.0,0.0,37.0,0,0,33.0,0,0.0
1343,เกี๊ยวจีน ซันมุนพระราม 4,https://www.wongnai.com/restaurants/8211QA-%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B9%8A%E0%B8%A2%E0%B8%A7%E0%B8%88%E0%B8%B5%E0%B8%99-%E0%B8%8B%E0%B8%B1%E0%B8%99%E0%B8%A1%E0%B8%B8%E0%B8%99-2,106,อาหารจีน,11 - 40 ที่นั่ง,0,0,0,1,1,0,1,0,0,"['เกี๊ยวจีน', 'อาหารจีน', 'พระราม', 'มะเขือ']",3.9,87.0,฿฿,กรุงเทพมหานคร,0.0,มะเขือเฟรนฟราย,มะเขือเฟรนฟรายด์,เต้าหู้ทรงเครื่อง,2,56.0,56.0,0.0,0.0,0,0,24.0,0,0.0
